"x","q","t","reference","surrogate","value_error","grad_error","hess_error","region","q_low_cut","t_high_cut"
-2.5,10.05,1.94,-3.02567813972344,-3.03199836239581,0.00632022267237309,0.0757110123434207,0.298625070843627,"high_dependence",5,1.875
-1.25,10.05,1.94,-4.50438236353924,-4.50390389984668,0.000478463692561881,0.00684661121050291,0.0658558167961155,"high_dependence",5,1.875
0,10.05,1.94,-4.67166916627087,-4.67097916634577,0.000689999925102214,0.00505678652489278,0.0216845015974914,"high_dependence",5,1.875
1.25,10.05,1.94,-3.27024718705588,-3.26952807507602,0.000719111979858855,0.00655909467052221,0.0274955481295425,"high_dependence",5,1.875
2.5,10.05,1.94,-0.919460539218456,-0.920209632066565,0.000749092848109756,0.00945970567433777,0.012906481516601,"high_dependence",5,1.875
3.75,10.05,1.94,1.11792930151804,1.11485434021476,0.00307496130327811,0.00204069306200282,0.129168948836653,"high_dependence",5,1.875
-3.75,14.95,1.94,-2.10311501419931,-2.10625992631671,0.00314491211739965,0.0633381190235495,0.23712893254806,"high_dependence",5,1.875
-2.5,14.95,1.94,-4.21208430877308,-4.20825396717696,0.00383034159611917,0.0228756649291529,0.0633387860932973,"high_dependence",5,1.875
-1.25,14.95,1.94,-5.60919938463101,-5.60954403966344,0.000344655032437302,0.00164478633049978,0.0250370673317653,"high_dependence",5,1.875
0,14.95,1.94,-5.67204876216494,-5.67245692795212,0.000408165787183279,0.00328761903014134,0.0103114646829767,"high_dependence",5,1.875
1.25,14.95,1.94,-4.27383103014208,-4.27324811080296,0.000582919339120025,0.00204814631404222,0.00835662565005602,"high_dependence",5,1.875
2.5,14.95,1.94,-1.80617047922768,-1.80654635607941,0.000375876851729018,0.00548963965957973,0.0109339099655028,"high_dependence",5,1.875
3.75,14.95,1.94,0.591872951186305,0.589241004492748,0.00263194669355715,0.00135006475482425,0.109322510328482,"high_dependence",5,1.875
-3.75,19.85,1.94,-3.00274218158338,-3.00753968910467,0.00479750752129204,0.0322709045783703,0.178398513123353,"high_dependence",5,1.875
-2.5,19.85,1.94,-5.11551580573653,-5.11707518703898,0.00155938130244504,0.0100905419462932,0.0224377798470445,"high_dependence",5,1.875
